TIMESTAMP,SW_IN_1_1_1,LW_IN_1_1_1,SW_OUT_1_1_1,LW_OUT_1_1_1,TA_1_1_1,RH_1_1_1,P_1_1_1,PA_1_1_1,WS_1_1_1,WD_1_1_1,VPD_1_1_1
2022-01-01 0030,,263.2279,,271.2144,-7.7627106,83.28255,0.0,102.397125,0.6597374,0.6597374,0.5728984
2022-01-01 0100,,265.9375,,274.97858,-7.2000513,82.64555,0.0,102.40342,1.4010231,1.4010231,0.6211866
2022-01-01 0130,,268.36322,,279.22833,-6.349798,79.349396,0.0,102.41769,1.6921777,1.6921777,0.78911126
2022-01-01 0200,,273.88068,,281.60062,-6.2978625,79.83266,0.0,102.4485,1.8559053,1.8559053,0.77371657
2022-01-01 0230,,277.71097,,283.53964,-6.0205812,79.85045,0.0,102.46142,2.0136266,2.0136266,0.78960496
2022-01-01 0300,,277.2797,,284.45358,-5.811514,79.45928,0.0,102.46373,2.0015748,2.0015748,0.81788254
2022-01-01 0330,,280.61926,,285.7116,-5.5582376,79.928085,0.0,102.4604,1.7488645,1.7488645,0.8147869
2022-01-01 0400,,281.6283,,286.1781,-5.5135436,79.11124,0.0,102.46761,1.4969208,1.4969208,0.8508341
2022-01-01 0430,,282.7806,,286.8751,-5.4336348,79.88253,0.0,102.4711,1.2887073,1.2887073,0.8244126
2022-01-01 0500,,281.1954,,286.51703,-5.433952,80.17383,0.0,102.454384,1.2191231,1.2191231,0.81245565
2022-01-01 0530,,280.3603,,286.263,-5.4360304,81.06796,0.0,102.452965,1.075672,1.075672,0.7756924
2022-01-01 0600,,277.636,,286.12158,-5.2794714,80.60147,0.0,102.47182,1.4637493,1.4637493,0.8043157
2022-01-01 0630,,281.07516,,287.03882,-5.1915016,79.569305,0.0,102.47315,1.5820277,1.5820277,0.8527866
2022-01-01 0700,,282.8017,,288.64236,-5.0382996,82.311035,0.0,102.4579,1.926929,1.926929,0.7469715
2022-01-01 0730,,281.42184,,288.85474,-4.7155395,82.279564,0.0,102.461815,1.611665,1.611665,0.76679975
2022-01-01 0800,,283.93594,,289.56403,-4.7957435,82.71401,0.0,102.46982,1.5823305,1.5823305,0.74347943
2022-01-01 0830,3.8047366,285.24008,3.4493353,290.81104,-4.550509,83.27904,0.0,102.46941,1.9011201,1.9011201,0.732623
2022-01-01 0900,16.002123,286.20676,13.139729,291.72644,-4.495367,84.06737,0.0,102.47555,1.3937892,1.3937892,0.70099247
2022-01-01 0930,43.851543,288.27948,35.341476,293.70068,-4.184905,85.12125,0.0,102.497536,1.3589818,1.3589818,0.67011285
2022-01-01 1000,49.095425,289.90823,39.632122,295.4099,-3.8677735,84.05271,0.0,102.47207,1.7903934,1.7903934,0.7355539
2022-01-01 1030,48.860184,290.16727,39.893936,296.17252,-3.4839969,83.20278,0.0,102.47142,1.6657852,1.6657852,0.79734933
2022-01-01 1100,70.288,291.49435,57.152645,298.1543,-3.144455,82.92345,0.0,102.45738,1.4300255,1.4300255,0.8314241
2022-01-01 1130,90.05583,292.36322,72.07901,300.03937,-2.8156302,82.26692,0.0,102.39957,1.863125,1.863125,0.88478994
2022-01-01 1200,128.21027,290.16574,100.78462,301.71762,-2.3251553,80.55582,0.0,102.374954,2.3548872,2.3548872,1.0061262
2022-01-01 1230,125.33898,289.68073,98.91897,302.54904,-1.8603625,79.2695,0.0,102.34212,2.5073647,2.5073647,1.1101756
2022-01-01 1300,118.95457,291.41202,94.42343,303.6818,-1.4465094,77.19476,0.0,102.292984,2.869253,2.869253,1.2590759
2022-01-01 1330,125.999535,292.26746,99.25172,305.1638,-0.9721432,74.40077,0.0,102.23811,2.4680529,2.4680529,1.4633852
2022-01-01 1400,106.885025,294.06866,84.275375,305.48407,-0.70986885,72.01576,0.0,102.18637,2.783457,2.783457,1.6307086
2022-01-01 1430,101.47986,296.1828,79.50401,306.87338,-0.49924982,71.33031,0.0,102.17595,2.001626,2.001626,1.6965358
2022-01-01 1500,69.77814,296.7944,55.084923,306.83792,-0.38288984,72.994,0.0,102.142395,2.1718717,2.1718717,1.6116995
2022-01-01 1530,45.260452,296.87354,35.68631,306.5091,-0.22837266,71.709564,0.0,102.118065,2.6369052,2.6369052,1.7074574
2022-01-01 1600,22.98442,299.6482,18.022608,306.83405,-0.18080166,72.008644,0.0,102.05705,2.8489575,2.8489575,1.6952637
2022-01-01 1630,4.494725,302.96597,3.712963,307.05746,-0.031637166,71.9048,0.0,102.003815,2.2944756,2.2944756,1.7201043
2022-01-01 1700,,301.1493,,306.6912,-0.13180551,73.1848,0.0,101.93552,3.104146,3.104146,1.6298286
2022-01-01 1730,,302.30075,,306.90744,-0.1047495,73.02454,0.0,101.86542,3.3928452,3.3928452,1.6427971
2022-01-01 1800,,302.38828,,307.09952,-0.19476433,75.70868,0.0,101.785736,4.5202255,4.5202255,1.469682
2022-01-01 1830,,302.28134,,307.06158,-0.512815,80.37305,0.0,101.727715,4.8354855,4.8354855,1.160281
2022-01-01 1900,,282.77866,,305.16013,-0.6054792,82.85841,0.0,101.65503,4.9640803,4.9640803,1.0065254
2022-01-01 1930,,272.3882,,302.40063,-0.75603765,82.55091,0.0,101.5937,3.6028328,3.6028328,1.0133755
2022-01-01 2000,,278.36676,,303.4895,-0.5292535,82.07547,0.0,101.55095,3.696025,3.696025,1.0583694
2022-01-01 2030,,280.09183,,302.52963,-0.65099466,78.738495,0.0,101.488205,3.2913013,3.2913013,1.2442983
2022-01-01 2100,,272.60388,,303.26462,-0.1108565,74.219,0.0,101.43832,4.0351815,4.0351815,1.5693581
2022-01-01 2130,,292.27374,,306.0377,-0.0178635,76.888374,0.0,101.49302,4.0277348,4.0277348,1.4164059
2022-01-01 2200,,282.1061,,307.18948,0.84752566,73.30037,0.0,101.42415,4.0405464,4.0405464,1.7420722
2022-01-01 2230,,279.24957,,303.75525,0.22270218,75.761,0.0,101.355965,2.7454004,2.7454004,1.5116585
2022-01-01 2300,,282.4489,,302.2438,-0.55606914,78.01672,0.0,101.29325,3.1105084,3.1105084,1.2954847
2022-01-01 2330,,301.20908,,310.48178,1.3241984,68.376595,0.0,101.2164,5.5408607,5.5408607,2.1353588
2022-01-02 0000,,297.83673,,312.27325,1.8996638,67.7762,0.0,101.0889,6.400842,6.400842,2.267518
2022-01-02 0030,,303.79114,,315.58466,2.8080993,70.608284,0.0,101.081696,6.715761,6.715761,2.2064924
2022-01-02 0100,,312.516,,318.86838,3.9443967,70.68915,0.0,101.05112,7.9162436,7.9162436,2.3843236
2022-01-02 0130,,315.52332,,319.07452,3.9155715,72.431984,0.4,101.05818,7.302835,7.302835,2.2380097
2022-01-02 0200,0.08092716,319.70456,0.049217667,319.37027,3.9777567,75.408905,0.4,101.041504,6.551816,6.551816,2.0050867
2022-01-02 0230,0.11946034,321.05725,0.07954617,319.42792,4.0167556,75.68259,0.4,101.0757,6.418069,6.418069,1.9882134
2022-01-02 0300,0.08091817,322.47168,0.062752336,319.64706,4.11349,76.17713,0.2,101.1177,4.9829383,4.9829383,1.9610589
2022-01-02 0330,0.1416225,318.8153,0.10066433,318.90414,3.6479344,78.46907,0.4,101.14725,3.6667118,3.6667118,1.7152835
2022-01-02 0400,0.0,312.90253,0.0,316.57938,1.5825834,92.139404,0.0,101.13918,3.1377575,3.1377575,0.5407177
2022-01-02 0430,,314.20868,,315.81766,1.0335681,97.32705,0.2,101.1229,3.2775764,3.2775764,0.17675623
2022-01-02 0500,,315.49445,,315.54623,1.019127,98.779274,0.4,101.08965,2.9551396,2.9551396,0.080639966
2022-01-02 0530,,317.42816,,315.7114,1.0987451,99.033264,0.2,101.07478,1.5987684,1.5987684,0.06422874
2022-01-02 0600,,318.4411,,315.83298,1.1221122,99.084526,0.2,101.05037,1.5616083,1.5616083,0.06092534
2022-01-02 0630,,319.06744,,316.1201,1.2673758,98.705986,0.0,100.99958,1.9811996,1.9811996,0.087021776
2022-01-02 0700,1.0564365,320.4149,0.37996882,316.43298,1.6036512,96.941216,0.2,100.97405,2.1180356,2.1180356,0.21072684
2022-01-02 0730,0.99288034,320.77954,0.31719783,316.81064,1.740078,95.35734,0.1,100.9197,2.3628974,2.3628974,0.322985
2022-01-02 0800,1.2147284,321.44238,0.33498833,317.09073,2.0686407,93.057205,0.1,100.89813,2.6838548,2.6838548,0.49448338
2022-01-02 0830,5.308381,321.05936,3.2519429,316.94016,2.1272964,90.231316,0.0,100.88085,2.6345549,2.6345549,0.6986696
2022-01-02 0900,20.308208,324.25156,12.118281,318.49634,3.3502722,82.066475,0.2,100.8671,2.9948745,2.9948745,1.3989956
2022-01-02 0930,30.744572,319.61365,18.58113,319.87088,4.1653056,75.657524,0.2,100.83885,3.8640234,3.8640234,2.0111341
2022-01-02 1000,26.53135,314.65747,16.99608,320.5784,4.690496,74.36655,0.2,100.77547,4.736384,4.736384,2.1971376
2022-01-02 1030,31.28333,318.56644,20.911533,320.51132,4.5837417,75.020065,0.2,100.75755,3.1293333,3.1293333,2.125201
2022-01-02 1100,40.240013,318.18066,26.588089,320.48312,4.6047215,76.37508,0.1,100.71387,2.6339977,2.6339977,2.012873
2022-01-02 1130,60.447014,321.60638,39.84884,320.9598,4.799802,77.061035,0.1,100.634415,4.464661,4.464661,1.9812531
2022-01-02 1200,78.72719,325.2617,48.76862,322.31015,5.70258,75.17397,0.0,100.56146,6.396695,6.396695,2.2832239
2022-01-02 1230,79.389755,324.7749,45.631832,322.70285,5.7486777,76.92416,0.0,100.49689,6.9930053,6.9930053,2.1290517
2022-01-02 1300,74.44907,327.32922,39.93339,322.7684,5.513515,79.301216,0.0,100.46249,6.1828313,6.1828313,1.8788432
2022-01-02 1330,52.61256,328.11667,26.392363,322.61346,5.28406,81.313194,0.0,100.39523,6.5498414,6.5498414,1.6693858
2022-01-02 1400,83.70665,325.0485,37.72555,322.6248,5.03348,83.04471,0.0,100.325035,7.3427396,7.3427396,1.4885061
2022-01-02 1430,105.58645,323.0259,42.697754,322.9109,4.8623543,85.39062,0.0,100.25685,7.281188,7.281188,1.2673435
2022-01-02 1500,107.69421,321.48825,39.089844,323.79553,5.127117,85.78512,0.0,100.1888,7.698889,7.698889,1.2560922
2022-01-02 1530,41.515244,319.84186,12.881487,324.06506,5.256237,86.04612,0.0,100.12282,8.326757,8.326757,1.2441598
2022-01-02 1600,13.162692,319.24838,3.4750326,324.7377,5.4271545,85.83814,0.0,100.02653,9.417157,9.417157,1.2777957
2022-01-02 1630,1.6982356,328.00046,0.25528365,325.09082,5.269239,89.123985,0.6,100.02154,9.271629,9.271629,0.9706077
2022-01-02 1700,0.5413668,330.0782,0.015855335,325.25156,4.8687487,93.75272,1.2,100.00306,8.286322,8.286322,0.54218435
2022-01-02 1730,0.6147882,329.43204,0.0052945,326.12772,4.886244,94.43565,0.5,99.98018,9.510723,9.510723,0.4835046
2022-01-02 1800,0.11490334,329.61264,0.0,325.76288,4.5660458,96.040146,1.5,99.93033,7.3344893,7.3344893,0.33647308
2022-01-02 1830,0.68622285,326.74982,0.1105505,325.294,4.737797,95.99958,0.0,99.86965,5.1303177,5.1303177,0.3440258
2022-01-02 1900,1.4529341,325.18912,0.005286,326.57397,5.26922,92.16355,0.0,99.87615,8.465911,8.465911,0.6993469
2022-01-02 1930,0.49021032,319.21863,0.0,326.5954,5.315523,90.99762,0.0,99.74453,7.4524612,7.4524612,0.80598915
2022-01-02 2000,0.010571334,305.95282,0.0,326.40274,5.2043457,90.79291,0.0,99.68555,8.311979,8.311979,0.8179667
2022-01-02 2030,0.0,278.21387,0.0,325.5485,5.035264,91.056206,0.0,99.63245,9.7503,9.7503,0.78527385
2022-01-02 2100,0.0,272.0315,0.0,323.96075,4.51521,91.437614,0.0,99.622765,10.086934,10.086934,0.72497183
2022-01-02 2130,,266.10715,,323.8943,4.5935497,90.07909,0.0,99.569824,10.04956,10.04956,0.844614
2022-01-02 2200,,272.73584,,323.50394,4.326464,91.47171,0.0,99.52557,9.039026,9.039026,0.71260226
2022-01-02 2230,,312.95944,,325.9691,4.7395177,89.94604,0.0,99.53354,9.631052,9.631052,0.8647189
2022-01-02 2300,,326.35178,,325.62137,4.3306217,92.217125,0.3,99.525986,8.238524,8.238524,0.65050685
2022-01-02 2330,0.82543665,324.97968,0.0,325.26196,4.2768364,92.84666,0.1,99.517166,8.22963,8.22963,0.5956392
2022-01-03 0000,0.561088,326.68,0.0,325.8259,4.532968,91.06471,0.0,99.49958,7.881318,7.881318,0.7574859
2022-01-03 0030,0.0022983334,327.1678,0.0,325.901,4.5684323,91.58323,0.0,99.43784,6.3278966,6.3278966,0.7153015
2022-01-03 0100,0.0,324.04163,0.0,326.5435,4.6238437,91.58656,0.0,99.345825,8.68256,8.68256,0.7177945
2022-01-03 0130,0.06802833,309.6392,0.0,325.81143,4.379796,93.12727,0.0,99.33109,9.700135,9.700135,0.5764178
2022-01-03 0200,0.0075976667,306.14197,0.0,325.15912,4.3361874,91.489494,0.0,99.34133,8.657993,8.657993,0.711601
2022-01-03 0230,0.0,301.39362,0.0,324.5429,4.102199,92.15676,0.0,99.32321,7.8922734,7.8922734,0.6451307
2022-01-03 0300,0.0,285.1257,0.0,323.23648,3.8674557,92.46103,0.0,99.32566,7.4534893,7.4534893,0.6099562
2022-01-03 0330,0.0,301.20847,0.0,324.67957,4.150509,91.92178,0.0,99.33457,7.8816214,7.8816214,0.66671574
2022-01-03 0400,0.0,320.0575,0.0,325.58636,4.2655582,90.69942,0.0,99.36693,7.237685,7.237685,0.7738218
2022-01-03 0430,0.005286,325.4109,0.0,325.90744,4.157178,91.47527,0.0,99.341415,6.8548794,6.8548794,0.7038968
2022-01-03 0500,,325.44998,,325.98053,4.1099744,93.33116,0.0,99.33321,6.609193,6.609193,0.5488322
2022-01-03 0530,0.0,326.20374,0.0,326.10098,4.1292615,94.907585,0.0,99.315674,6.464983,6.464983,0.41966355
2022-01-03 0600,0.018156333,327.45178,0.0,326.151,3.9553306,97.33155,0.4,99.28129,6.682776,6.682776,0.2172349
2022-01-03 0630,0.0287285,328.03653,0.0,326.63855,4.106275,97.48657,0.7,99.302765,6.990127,6.990127,0.2067964
2022-01-03 0700,0.0075844997,327.90878,0.0,325.91498,4.0460386,97.29497,1.2,99.32161,6.2565055,6.2565055,0.22162136
2022-01-03 0730,0.012197667,327.55524,0.0,325.1847,3.7487073,97.93783,2.3,99.31618,6.3423986,6.3423986,0.16545556
2022-01-03 0800,0.74350053,326.57034,0.005286,325.17328,3.6902866,97.31996,0.8,99.29942,6.2496552,6.2496552,0.21414618
2022-01-03 0830,3.7720199,322.5297,0.044817,326.08386,4.0643454,96.4691,0.0,99.364265,7.13754,7.13754,0.28965628
2022-01-03 0900,16.322783,310.82837,1.1769407,326.21814,4.3476715,96.058136,0.0,99.37649,5.5601416,5.5601416,0.3298621
2022-01-03 0930,18.756268,324.03302,0.8545005,327.05258,4.375703,94.97276,0.0,99.42518,6.0920725,6.0920725,0.4215151
2022-01-03 1000,38.385696,324.8274,1.9817822,327.59018,4.5068793,93.84972,0.0,99.43649,6.244038,6.244038,0.5204372
2022-01-03 1030,35.362576,324.0121,1.2386607,327.86288,4.5890226,93.069885,0.0,99.42339,5.423518,5.423518,0.5898065
2022-01-03 1100,117.51797,317.61865,11.231256,329.9941,4.8988767,91.69902,0.0,99.43068,6.029392,6.029392,0.7219358
2022-01-03 1130,222.47443,290.22522,24.877731,332.53342,5.4987974,88.13571,0.0,99.42913,7.67735,7.67735,1.07583
2022-01-03 1200,185.48625,295.98016,20.121561,332.8821,5.488556,88.204704,0.0,99.46493,6.812057,6.812057,1.0688137
2022-01-03 1230,60.485603,315.84125,5.3229904,330.43127,5.12644,88.28461,0.0,99.50496,5.9297924,5.9297924,1.0351771
2022-01-03 1300,9.414627,321.316,1.5915751,323.25452,3.2630136,94.390495,1.2,99.55541,4.5211167,4.5211167,0.4349074
2022-01-03 1330,138.94554,295.48596,19.737621,324.523,3.0392833,95.41957,0.0,99.56041,3.4637675,3.4637675,0.34954432
2022-01-03 1400,116.34864,287.79495,14.044669,325.47937,3.564967,91.999084,0.0,99.60481,3.270219,3.270219,0.63368344
2022-01-03 1430,294.11752,292.58746,51.519108,331.90802,4.7238426,84.9248,0.1,99.67673,4.220256,4.220256,1.2951655
2022-01-03 1500,248.26622,275.22974,50.409386,331.1759,5.3260217,75.477,0.0,99.75697,4.8404074,4.8404074,2.197164
2022-01-03 1530,145.41853,257.00644,26.964764,325.5431,4.3887935,79.24242,0.0,99.83837,4.2104106,4.2104106,1.7420431
2022-01-03 1600,43.77695,263.5833,5.343855,321.45865,3.370834,84.09093,0.0,99.92971,2.7691064,2.7691064,1.2428721
2022-01-03 1630,4.0145006,289.5332,0.0,320.24432,3.0992835,83.05214,0.0,99.97182,3.3207433,3.3207433,1.2988418
2022-01-03 1700,0.0,264.1631,0.0,317.63757,2.837567,82.63611,0.0,100.00593,2.833362,2.833362,1.3062692
2022-01-03 1730,,255.53186,,316.80847,2.5424006,85.94872,0.0,100.05675,3.2696455,3.2696455,1.035131
2022-01-03 1800,,247.02267,,315.31287,2.1689672,88.63447,0.0,100.107185,2.4488804,2.4488804,0.8152989
2022-01-03 1830,,246.38394,,314.4513,1.6852431,91.51402,0.0,100.143166,2.9031165,2.9031165,0.5880466
2022-01-03 1900,,271.85095,,316.10406,2.19807,89.76004,0.0,100.18465,2.0865145,2.0865145,0.73608327
2022-01-03 1930,,304.59113,,317.67053,2.3758664,88.16348,0.0,100.24733,3.3125205,3.3125205,0.86169976
2022-01-03 2000,,309.1339,,315.90872,1.8579335,90.25708,0.0,100.29443,0.67460203,0.67460203,0.68354493
2022-01-03 2030,,305.04144,,315.34964,1.2873015,93.61922,0.0,100.340034,1.3676207,1.3676207,0.4297193
2022-01-03 2100,,315.39566,,317.33844,1.8479455,94.87344,0.0,100.38353,2.619896,2.619896,0.3594127
2022-01-03 2130,,316.23654,,316.7828,1.8045685,96.355995,0.7,100.43163,1.1741511,1.1741511,0.25468236
2022-01-03 2200,,315.64334,,315.86707,1.1214812,98.70362,0.5,100.47085,2.1680675,2.1680675,0.08627088
2022-01-03 2230,,316.49344,,315.92468,1.053747,99.830124,0.3,100.52357,1.9310185,1.9310185,0.01124986
2022-01-03 2300,,318.49573,,316.5254,1.2067094,99.72296,0.4,100.55757,1.51025,1.51025,0.018549623
2022-01-03 2330,,319.5235,,316.75,1.2968494,99.70347,0.5,100.5977,1.9262658,1.9262658,0.019983886
2022-01-04 0000,,318.38376,,316.3412,1.1832952,99.98643,0.2,100.631386,1.8095803,1.8095803,0.0009072554
2022-01-04 0030,,320.65753,,317.51242,1.6900076,99.56671,0.3,100.68335,2.3107219,2.3107219,0.030035533
2022-01-04 0100,,322.88358,,318.71518,2.3893728,95.23813,0.5,100.72082,3.1720831,3.1720831,0.34699836
2022-01-04 0130,,323.32208,,319.09763,2.566314,93.687355,0.5,100.77865,3.4869788,3.4869788,0.4658321
2022-01-04 0200,,324.29593,,320.12054,2.9021761,93.1918,0.5,100.80853,4.435361,4.435361,0.51452684
2022-01-04 0230,,323.5591,,319.50433,2.7230387,94.13858,0.1,100.84852,3.0910556,3.0910556,0.43737885
2022-01-04 0300,,323.85486,,319.71365,2.8291266,93.14422,0.2,100.88233,3.341247,3.341247,0.51544523
2022-01-04 0330,,323.34943,,320.50302,3.1739426,91.10983,0.1,100.88319,4.756819,4.756819,0.68492997
2022-01-04 0400,,320.5515,,319.6308,2.8177614,91.882996,0.0,100.889786,3.1108873,3.1108873,0.60977703
2022-01-04 0430,,319.28384,,318.61975,2.4744377,93.25983,0.0,100.9032,2.90898,2.90898,0.4941408
2022-01-04 0500,,319.40942,,318.0656,1.858156,95.62886,0.3,100.917786,3.1675117,3.1675117,0.30667582
2022-01-04 0530,,322.22607,,319.28113,2.4329882,96.125854,0.4,100.92557,2.9884126,2.9884126,0.2831877
2022-01-04 0600,,323.95007,,320.72562,2.6875093,97.2559,0.1,100.937485,4.080158,4.080158,0.2042487
2022-01-04 0630,0.424858,316.5608,0.24655166,322.97375,3.740308,92.98363,0.0,100.94562,6.1354704,6.1354704,0.5626162
2022-01-04 0700,,315.4068,,323.0183,3.8675635,91.35525,0.0,100.96978,6.42883,6.42883,0.69942707
2022-01-04 0730,,286.50174,,321.7643,3.8243773,89.84022,0.0,101.02917,5.0218887,5.0218887,0.81951046
2022-01-04 0800,,244.06793,,318.73395,3.4076865,88.77684,0.0,101.08447,4.6379604,4.6379604,0.8790775
2022-01-04 0830,5.276148,239.61877,1.7240777,317.3302,3.0416625,87.307335,0.0,101.1626,3.4438148,3.4438148,0.9687731
2022-01-04 0900,48.287983,237.19041,15.807531,317.26294,3.2058449,86.5312,0.0,101.24155,3.3886795,3.3886795,1.040029
2022-01-04 0930,95.50636,241.71346,23.94857,319.84027,3.66294,85.18715,0.0,101.327484,3.4384348,3.4384348,1.1813296
2022-01-04 1000,117.52569,266.04742,17.733913,322.6344,3.9503577,83.34109,0.0,101.39609,3.2057838,3.2057838,1.3557057
2022-01-04 1030,140.27934,277.78598,19.510008,326.4383,4.8607774,80.292046,0.0,101.446686,3.8818882,3.8818882,1.7094493
2022-01-04 1100,93.46559,289.5832,8.824926,326.29578,4.676729,81.01179,0.0,101.498314,2.5375137,2.5375137,1.6259844
2022-01-04 1130,80.37353,293.67902,7.222579,326.80615,4.73674,80.41504,0.0,101.50062,1.7750401,1.7750401,1.684132
2022-01-04 1200,62.34013,303.27927,5.2908907,326.58575,4.471589,88.4761,0.0,101.50903,2.8040931,2.8040931,0.972747
2022-01-04 1230,31.828918,319.78186,2.647549,326.20392,4.2194557,89.08292,0.0,101.5231,3.7486103,3.7486103,0.90538454
2022-01-04 1300,23.607304,325.03113,2.077773,326.01093,3.9971821,92.22703,0.2,101.51282,3.7950916,3.7950916,0.63465154
2022-01-04 1330,32.067284,328.98822,2.9593747,324.8561,3.6165433,94.2221,0.1,101.486786,2.6162739,2.6162739,0.45928496
2022-01-04 1400,47.187073,328.3933,4.6349063,325.21677,3.6970406,90.17562,0.0,101.46442,3.5833218,3.5833218,0.7853822
2022-01-04 1430,21.555765,326.10208,2.8529916,323.9343,3.6386523,86.834984,0.1,101.4653,3.3822753,3.3822753,1.0481186
2022-01-04 1500,12.0827465,324.3647,2.3367968,323.9709,3.9133303,86.01103,0.0,101.45731,4.2251873,4.2251873,1.1354648
2022-01-04 1530,4.1413155,324.83588,1.1118174,322.3889,3.1709876,91.01269,0.90000004,101.473366,3.1072948,3.1072948,0.6922696
2022-01-04 1600,5.614618,321.1139,0.9222583,319.3484,2.0161214,96.75721,0.90000004,101.486084,2.9475214,2.9475214,0.23009507
2022-01-04 1630,2.0004785,317.6476,0.36775333,317.1851,1.093441,99.161705,0.2,101.4845,2.6249344,2.6249344,0.055674035
2022-01-04 1700,,317.08603,,316.73804,0.9333672,99.90611,0.2,101.471565,3.059647,3.059647,0.006163902
2022-01-04 1730,,316.5961,,316.26224,0.83211714,99.99989,0.3,101.45257,2.5859659,2.5859659,6.961396e-06
2022-01-04 1800,,316.88843,,316.70508,0.950481,100.0,0.2,101.430115,2.807636,2.807636,0.0
2022-01-04 1830,,317.68713,,317.13553,0.99742836,99.993614,0.2,101.431564,2.250476,2.250476,0.00042118112
2022-01-04 1900,,314.95123,,315.96484,0.89390016,99.948265,0.4,101.416466,2.1082928,2.1082928,0.0033868584
2022-01-04 1930,,316.26443,,315.81317,0.7127333,100.0,0.3,101.42986,1.6644377,1.6644377,1.110223e-15
2022-01-04 2000,,316.84418,,316.32953,0.81826466,100.0,0.1,101.43045,2.2280207,2.2280207,0.0
2022-01-04 2030,,316.2796,,315.95413,0.71957934,100.0,0.1,101.45502,1.4563291,1.4563291,0.0
2022-01-04 2100,,315.85617,,315.67322,0.6993227,100.0,0.1,101.506966,1.2170682,1.2170682,1.110223e-15
2022-01-04 2130,,314.93524,,315.21765,0.42077184,100.0,0.1,101.524536,1.0072707,1.0072707,0.0
2022-01-04 2200,,314.45462,,314.73776,0.3088515,100.0,0.0,101.55065,0.374881,0.374881,0.0
2022-01-04 2230,,314.5003,,314.67496,0.1876375,100.0,0.0,101.584915,0.30086067,0.30086067,0.0
2022-01-04 2300,,314.36838,,314.64096,0.19900633,100.0,0.0,101.59444,0.05632217,0.05632217,0.0
2022-01-04 2330,,314.46063,,314.62454,0.242394,100.0,0.0,101.65573,0.46307334,0.46307334,0.0
2022-01-05 0000,,314.49835,,314.62164,0.22882617,100.0,0.0,101.70627,0.7639073,0.7639073,0.0
2022-01-05 0030,,314.354,,314.61847,0.3136794,100.0,0.0,101.72892,0.6952358,0.6952358,0.0
2022-01-05 0100,,314.37207,,313.92905,0.1202405,100.0,0.0,101.76237,1.0330436,1.0330436,0.0
2022-01-05 0130,,312.2008,,313.044,0.0026261674,100.0,0.0,101.78961,1.475737,1.475737,0.0
2022-01-05 0200,,312.7122,,314.72015,-0.283403,100.0,0.0,101.8374,1.5415287,1.5415287,0.0
2022-01-05 0230,,312.96124,,313.94058,-0.18169083,100.0,0.0,101.877266,1.7733006,1.7733006,0.0
2022-01-05 0300,,313.0308,,313.97772,-0.15231301,100.0,0.0,101.9322,1.0530372,1.0530372,0.0
2022-01-05 0330,,312.7291,,313.70386,-0.2045175,100.0,0.0,101.972565,2.0044706,2.0044706,0.0
2022-01-05 0400,,311.8657,,312.8039,-0.46103367,100.0,0.0,102.0152,1.4013793,1.4013793,0.0
2022-01-05 0430,,310.69864,,311.99,-0.76637197,100.0,0.0,102.05922,1.559868,1.559868,0.0
2022-01-05 0500,,308.9819,,310.48654,-1.2695544,100.0,0.0,102.09587,2.1027026,2.1027026,0.0
2022-01-05 0530,,307.3959,,309.24307,-1.6089873,100.0,0.0,102.10128,2.0304606,2.0304606,0.0
2022-01-05 0600,,305.90192,,308.31238,-1.9587634,100.0,0.0,102.1384,2.0335553,2.0335553,0.0
2022-01-05 0630,,304.8832,,307.23956,-2.180427,100.0,0.0,102.16838,2.1422486,2.1422486,0.0
2022-01-05 0700,,302.74597,,305.7787,-2.5210824,100.0,0.0,102.205284,2.0090911,2.0090911,0.0
2022-01-05 0730,,301.9358,,305.0664,-2.7398725,99.92358,0.0,102.26175,1.6072494,1.6072494,0.0038346834
2022-01-05 0800,,301.7008,,304.89685,-2.867536,99.22914,0.0,102.31876,1.1565311,1.1565311,0.038313717
2022-01-05 0830,,300.99786,,304.32974,-2.8711438,96.77174,0.0,102.34605,1.8654925,1.8654925,0.1604098
2022-01-05 0900,6.6079607,301.47806,4.088211,304.96176,-2.792405,95.58615,0.0,102.3704,1.1397481,1.1397481,0.22060913
2022-01-05 0930,19.291971,301.4156,10.037511,304.1165,-2.985899,92.57612,0.0,102.41355,1.965203,1.965203,0.36575016
2022-01-05 1000,39.251286,300.94592,19.084396,303.79898,-3.0789113,91.56161,0.0,102.462814,2.063418,2.063418,0.41286117
2022-01-05 1030,62.025974,301.6819,28.792494,304.27158,-3.107281,91.68676,0.0,102.49465,2.128126,2.128126,0.40587878
2022-01-05 1100,78.751,303.53687,35.806572,305.49356,-2.8043907,91.588974,0.0,102.489296,1.483198,1.483198,0.42001808
2022-01-05 1130,98.72758,305.34244,41.996227,306.70804,-2.7098472,91.53132,0.0,102.48192,1.3227755,1.3227755,0.4258792
2022-01-05 1200,138.62889,308.63177,51.62315,308.43948,-2.4091296,90.92389,0.0,102.4659,0.8986818,0.8986818,0.4667248
2022-01-05 1230,108.1256,306.6649,42.04293,307.01907,-2.621029,89.74553,0.0,102.445496,1.6479295,1.6479295,0.5190971
2022-01-05 1300,123.379654,305.7998,46.86315,306.5714,-2.5510666,88.35978,0.0,102.41046,2.0921643,2.0921643,0.59231335
2022-01-05 1330,101.811455,304.8068,39.859615,305.95612,-2.6728704,87.536385,0.0,102.360085,2.4666889,2.4666889,0.6285033
