epoch,loss,val_loss
0,1.0893906354904175,0.7879019975662231
1,0.6815531849861145,0.648615300655365
2,0.5592002868652344,0.5485782623291016
3,0.4754519462585449,0.4780714213848114
4,0.411052405834198,0.4217870831489563
5,0.35890474915504456,0.3748086094856262
6,0.318207323551178,0.33981025218963623
7,0.2884904146194458,0.31532201170921326
8,0.26840391755104065,0.2982308566570282
9,0.25585508346557617,0.28775882720947266
10,0.24775764346122742,0.2802734673023224
11,0.24222582578659058,0.2743295431137085
12,0.2375936657190323,0.26952698826789856
13,0.23410619795322418,0.2661988437175751
14,0.23116172850131989,0.26329508423805237
15,0.22833919525146484,0.26163244247436523
16,0.22650392353534698,0.2577950358390808
17,0.2241421788930893,0.25602754950523376
18,0.22149980068206787,0.25383952260017395
19,0.21951669454574585,0.2526507079601288
20,0.2190452516078949,0.2510830760002136
21,0.2167486995458603,0.2494116872549057
22,0.21532553434371948,0.24798108637332916
23,0.2146587073802948,0.24838458001613617
24,0.21378350257873535,0.24545517563819885
25,0.21190281212329865,0.24607263505458832
26,0.21105967462062836,0.2425992488861084
27,0.20938612520694733,0.24274912476539612
28,0.21001912653446198,0.2436923086643219
