epoch,loss,val_loss
0,1.1186511516571045,0.7447043657302856
1,0.5941691994667053,0.5432818531990051
2,0.4517092704772949,0.43459153175354004
3,0.36259129643440247,0.3663100004196167
4,0.3058488368988037,0.32337233424186707
5,0.27192461490631104,0.2976642847061157
6,0.2514714002609253,0.2827337980270386
7,0.23856180906295776,0.2716801166534424
8,0.22895383834838867,0.26471632719039917
9,0.222695454955101,0.2572089731693268
10,0.21578672528266907,0.24936030805110931
11,0.21214553713798523,0.24616263806819916
12,0.20637410879135132,0.24172689020633698
13,0.20361343026161194,0.23941068351268768
14,0.19883835315704346,0.23490604758262634
15,0.19743074476718903,0.23629578948020935
16,0.19347341358661652,0.23252829909324646
17,0.19087845087051392,0.22877420485019684
18,0.18903423845767975,0.22808854281902313
19,0.18880632519721985,0.22571107745170593
20,0.1861158013343811,0.22223219275474548
21,0.18259797990322113,0.22045129537582397
22,0.1819465458393097,0.22035396099090576
23,0.17946907877922058,0.22068172693252563
24,0.17867371439933777,0.21662111580371857
25,0.17573104798793793,0.215736523270607
26,0.17505040764808655,0.2172863632440567
27,0.17555703222751617,0.22175578773021698
