epoch,loss,val_loss
0,1.012008786201477,0.79407799243927
1,0.7037210464477539,0.6353833079338074
2,0.5582713484764099,0.5074212551116943
3,0.44157806038856506,0.416267454624176
4,0.3630753755569458,0.3529885709285736
5,0.3125412166118622,0.3148778975009918
6,0.2837215065956116,0.29386845231056213
7,0.26817551255226135,0.2830353081226349
8,0.25928664207458496,0.2756057381629944
9,0.2526237368583679,0.26907703280448914
10,0.2473495602607727,0.26428377628326416
11,0.24353939294815063,0.2605186402797699
12,0.23958878219127655,0.25674962997436523
13,0.23706552386283875,0.25563329458236694
14,0.23529040813446045,0.2535174787044525
15,0.2323364019393921,0.25277742743492126
16,0.23022890090942383,0.2470112293958664
17,0.22788666188716888,0.24855288863182068
18,0.22617049515247345,0.24444244801998138
19,0.2248259335756302,0.24286982417106628
20,0.22423867881298065,0.24175304174423218
21,0.22161990404129028,0.24055258929729462
22,0.22136905789375305,0.2397262305021286
23,0.22009064257144928,0.23686659336090088
24,0.21805980801582336,0.2364727109670639
25,0.2161608189344406,0.2364625632762909
26,0.21529598534107208,0.23498104512691498
27,0.2145925611257553,0.2337067872285843
28,0.21352404356002808,0.2325238585472107
29,0.21243035793304443,0.23018169403076172
30,0.21088659763336182,0.23141057789325714
31,0.21022193133831024,0.22901040315628052
32,0.20944428443908691,0.22815939784049988
33,0.20808789134025574,0.22748738527297974
34,0.20768846571445465,0.2277286946773529
35,0.20785260200500488,0.22633995115756989
36,0.20778658986091614,0.22601984441280365
37,0.20594866573810577,0.22706125676631927
38,0.20514139533042908,0.22412274777889252
39,0.2047153264284134,0.22339434921741486
40,0.20437513291835785,0.22136886417865753
41,0.20305147767066956,0.22243909537792206
42,0.20234979689121246,0.2226954996585846
