epoch,loss,val_loss
0,520.937255859375,509.7804260253906
1,509.8306579589844,497.8850402832031
2,496.7802429199219,483.4433898925781
3,480.7565612792969,465.6078186035156
4,461.3983154296875,444.3500671386719
5,438.94915771484375,420.06268310546875
6,413.4499816894531,392.6051940917969
7,384.91693115234375,362.121337890625
8,353.87371826171875,330.1737976074219
9,321.7156677246094,296.7620849609375
10,289.275634765625,264.5735168457031
11,258.5509033203125,234.26260375976562
12,230.05987548828125,206.59793090820312
13,204.31727600097656,182.00820922851562
14,181.6982421875,160.95799255371094
15,162.42294311523438,143.17642211914062
16,146.4261474609375,128.50352478027344
17,133.48828125,116.71575927734375
18,123.15737915039062,107.79850006103516
19,115.27384948730469,100.76814270019531
20,109.23238372802734,95.4840316772461
21,104.71260070800781,91.61415100097656
22,101.42303466796875,88.71958923339844
23,98.9748306274414,86.67366790771484
24,97.2155990600586,85.07850646972656
25,95.88677978515625,83.95484924316406
26,94.93370819091797,83.0488052368164
27,94.20038604736328,82.38826751708984
28,93.6451416015625,81.90629577636719
29,93.22370147705078,81.50115203857422
30,92.87744903564453,81.18608856201172
31,92.60800170898438,80.91300964355469
32,92.37654113769531,80.67925262451172
33,92.18452453613281,80.4921646118164
34,92.01536560058594,80.3224105834961
35,91.8658447265625,80.15235900878906
36,91.71792602539062,80.02958679199219
37,91.59672546386719,79.86404418945312
38,91.45469665527344,79.75502014160156
39,91.33463287353516,79.61397552490234
40,91.20417022705078,79.49972534179688
41,91.08172607421875,79.36136627197266
42,90.95361328125,79.23609924316406
43,90.8299789428711,79.09674072265625
44,90.7071533203125,78.977783203125
45,90.58622741699219,78.83829498291016
46,90.44340515136719,78.7118911743164
47,90.31475067138672,78.57931518554688
48,90.17459106445312,78.4394302368164
49,90.03919219970703,78.2992935180664
50,89.90261840820312,78.16246032714844
51,89.77589416503906,78.01615905761719
52,89.62042999267578,77.8724365234375
53,89.47640991210938,77.72565460205078
54,89.3315658569336,77.5787582397461
55,89.17782592773438,77.41136169433594
56,89.0255355834961,77.26377868652344
57,88.87255096435547,77.10481262207031
58,88.71529388427734,76.95100402832031
59,88.55308532714844,76.79263305664062
60,88.39354705810547,76.63629913330078
61,88.24019622802734,76.47018432617188
62,88.08016204833984,76.30279541015625
63,87.91340637207031,76.17329406738281
64,87.74393463134766,75.99803161621094
65,87.58072662353516,75.8304672241211
66,87.41842651367188,75.68659973144531
67,87.25257873535156,75.52803039550781
68,87.09271240234375,75.34738159179688
69,86.92101287841797,75.20175170898438
70,86.76070404052734,75.03025817871094
71,86.59481048583984,74.8717041015625
72,86.43301391601562,74.71101379394531
73,86.26876831054688,74.55037689208984
74,86.1048583984375,74.39639282226562
75,85.9577865600586,74.24791717529297
76,85.7811508178711,74.08428955078125
77,85.65007019042969,73.9046630859375
78,85.46978759765625,73.77165222167969
79,85.30888366699219,73.61968994140625
80,85.1514663696289,73.45667266845703
81,85.00914764404297,73.2962646484375
82,84.85679626464844,73.14159393310547
83,84.71681213378906,73.0330810546875
84,84.56055450439453,72.84952545166016
85,84.42062377929688,72.70276641845703
86,84.28556060791016,72.60397338867188
87,84.15274810791016,72.45011138916016
88,84.01296997070312,72.32950592041016
89,83.87964630126953,72.17723083496094
90,83.76203918457031,72.05207824707031
91,83.64745330810547,71.93863677978516
92,83.53614807128906,71.78363800048828
93,83.4024429321289,71.67402648925781
94,83.29916381835938,71.57337188720703
95,83.19778442382812,71.46430969238281
96,83.08740234375,71.36933898925781
97,82.98487854003906,71.24713897705078
98,82.8898696899414,71.15178680419922
99,82.79051208496094,71.05564880371094
100,82.69474792480469,70.95085144042969
101,82.60382080078125,70.8463363647461
102,82.505859375,70.74938201904297
103,82.41671752929688,70.64842224121094
104,82.34184265136719,70.56306457519531
105,82.2588119506836,70.49706268310547
106,82.16888427734375,70.39574432373047
107,82.10298156738281,70.3337631225586
108,82.01608276367188,70.2317123413086
109,81.95269775390625,70.17212677001953
110,81.8724594116211,70.09471130371094
111,81.81620025634766,70.03897094726562
112,81.76216125488281,69.93387603759766
113,81.69586944580078,69.91879272460938
114,81.62594604492188,69.83132934570312
115,81.55536651611328,69.7551498413086
116,81.50566864013672,69.7188720703125
117,81.43949127197266,69.64485931396484
118,81.39301300048828,69.63388061523438
119,81.3411636352539,69.54207611083984
120,81.28160858154297,69.47789001464844
121,81.2335433959961,69.42731475830078
122,81.17658233642578,69.39703369140625
123,81.14204406738281,69.37633514404297
124,81.1054916381836,69.32201385498047
125,81.069091796875,69.23960876464844
126,81.0318374633789,69.20498657226562
127,80.97474670410156,69.20993041992188
128,80.93556213378906,69.16852569580078
129,80.89805603027344,69.15450286865234
130,80.84757232666016,69.07709503173828
131,80.81938171386719,69.0561752319336
132,80.78434753417969,69.03324127197266
133,80.75817108154297,68.98591613769531
134,80.7572021484375,68.96459197998047
135,80.68262481689453,68.90103912353516
136,80.67155456542969,68.87903594970703
137,80.60794830322266,68.87200927734375
138,80.58650970458984,68.8493423461914
139,80.55745697021484,68.84168243408203
140,80.53604125976562,68.81517791748047
141,80.48849487304688,68.78671264648438
142,80.45384979248047,68.70166015625
143,80.42569732666016,68.70911407470703
144,80.38825225830078,68.64881134033203
145,80.3506088256836,68.63639831542969
146,80.33201599121094,68.60550689697266
147,80.3032455444336,68.62621307373047
148,80.27693176269531,68.54756927490234
149,80.23532104492188,68.5272216796875
150,80.20719146728516,68.51818084716797
151,80.18028259277344,68.4719467163086
152,80.15811920166016,68.4754867553711
153,80.1366958618164,68.45361328125
154,80.08984375,68.4117202758789
155,80.07402801513672,68.39501953125
156,80.03787994384766,68.3438491821289
157,80.01505279541016,68.34114074707031
158,80.01301574707031,68.35295104980469
159,79.961181640625,68.2721176147461
160,79.95245361328125,68.25105285644531
161,79.92295837402344,68.20880126953125
162,79.8956069946289,68.228271484375
163,79.86674499511719,68.20120239257812
164,79.8498306274414,68.13903045654297
165,79.83830261230469,68.1379623413086
166,79.81078338623047,68.13272857666016
167,79.80747985839844,68.07757568359375
168,79.78669738769531,68.09577178955078
169,79.75655364990234,68.07149505615234
170,79.73175048828125,68.03861236572266
171,79.70384216308594,68.02017974853516
172,79.68247985839844,67.99838256835938
173,79.67219543457031,68.00563049316406
174,79.66270446777344,67.93380737304688
175,79.630126953125,67.96636962890625
176,79.62379455566406,67.9716567993164
