,target,y_bar,y_CI95,Water table,dy_dWater table,dy_dWater table_CI95,T soil 50cm,dy_dT soil 50cm,dy_dT soil 50cm_CI95,dy_dWater table_norm,Water table_norm,dy_dWater table_norm_CI95,dy_dT soil 50cm_norm,T soil 50cm_norm,dy_dT soil 50cm_norm_CI95
42,22.247414,15.589727,0.10181198,-2.488266,-0.7686947,0.060001563,11.134658,4.0258965,0.42508286,-12.654910095551749,-0.09820381295057275,0.9877970896930681,14.53208796172684,-0.05914961521619972,1.534401430677313
43,20.498528,21.705202,0.10938203,-5.233589,-0.08032148,0.12725209,11.895215,6.802448,0.18628038,-1.322321198430951,-0.26496243279449866,2.094933123313561,24.554476502017856,0.15155132159464949,0.6724075175529916
44,5.0198,6.0215983,0.078951865,2.4992218,-0.43483716,0.060234766,7.2675924,2.0296264,0.16570155,-7.158661482877264,0.20475016585741262,0.9916363771590416,7.3262460153516225,-1.1304619844460637,0.5981251226254496
45,10.156631,9.295363,0.08772603,-0.2997284,-0.55337656,0.05437038,8.410419,1.810099,0.18032975,-9.110158162275555,0.03473409096080128,0.895091820031571,6.533828735523178,-0.8138589272514098,0.6509278687018508
46,9.376451,7.75512,0.13415624,-0.999733,-0.38666096,0.11787364,7.3069887,2.2654746,0.18835036,-6.365545064293525,-0.007786147841149781,1.9405368854070764,8.17757565085728,-1.119547835391068,0.679879421974621
47,2.177856,9.065017,0.96176547,38.177902,0.13043329,0.059890624,9.726885,7.2773733,0.2519694,2.1473044951521687,2.371973152763202,0.9859708706049135,26.268790430932896,-0.4491519760628094,0.9095219412556422
48,15.428268,32.261715,0.18412796,-7.640114,0.30404213,0.034925636,13.528648,5.981009,0.2481405,5.005401096240373,-0.41114148135878475,0.5749757545902178,21.589363517633842,0.604069484370353,0.8957009672501598
49,21.57197,25.543322,0.1221047,-5.300003,-0.7188647,0.042667273,12.481103,6.2679577,0.1580338,-11.834566941741114,-0.26899659785832347,0.7024252565574888,22.625151023498507,0.3138627629802155,0.5704471886116382
50,34.06234,32.05352,0.18555608,-17.804657,0.18596764,0.035438236,14.089913,5.1665716,0.20478696,3.061558415110052,-1.028564303919139,0.5834146243287018,18.649528576451008,0.7595595165462635,0.7392098174366463
51,0.36860028,3.06923,0.25551552,0.6344681,-0.23202057,0.13165833,5.3099127,1.9063118,0.23801719,-3.8197216605246336,0.09147980142262195,2.16747236165985,6.881122612370006,-1.6728077419022542,0.8591593388511454
52,14.270881,10.105517,0.18900074,1.805893,-0.33526284,0.07636702,9.507023,1.2198926,0.2541573,-5.519383601280924,0.16263542900041808,1.2572193675898091,4.403388794087634,-0.5100614350663565,0.9174195797653936
53,45.30451,34.101994,0.339843,28.731392,0.16556066,0.053585667,13.275545,7.344009,0.25111902,2.725601326419537,1.7981656559715786,0.8821732392808856,26.509323088190325,0.533951030463372,0.9064524032311492
54,17.810535,11.508538,0.10416939,-0.69999695,-0.65026623,0.0668385,9.739979,1.0977837,0.20203818,-10.705238908211268,0.010420657772001594,1.100352718805365,3.9626169423785105,-0.445524494423374,0.7292876995231367
55,16.739834,14.881927,0.10914298,-2.6997223,-0.84374064,0.060939115,10.85471,2.3310149,0.25090098,-13.890379049902384,-0.11104826084361893,1.0032319866812982,8.414152737523928,-0.13670506698687165,0.9056654490660555
56,6.1628327,6.682754,0.08748973,1.2599258,-0.4420904,0.05642315,7.323818,1.9785588,0.15792531,-7.278071025617057,0.1294718579340927,0.9288863363142457,7.141909641359904,-1.114885477889895,0.570055526616078
57,31.867668,26.720144,0.1283932,-5.100548,-0.7168933,0.042710498,12.693432,6.197287,0.14682065,-11.802111588098642,-0.25688112660461093,0.7031368374376009,22.370057563425863,0.37268529718624605,0.5299715716407772
58,23.063423,37.169422,0.17042488,-14.894947,0.33366293,0.037633505,14.918732,5.258853,0.20986678,5.493044246186685,-0.8518203724672055,0.6195550129223326,18.982632328792025,0.9891711782883482,0.7575462019269443
59,14.957231,4.8656893,0.10142209,0.9944916,-0.4527952,0.059802756,6.3482714,1.9577774,0.16714977,-7.454303749381536,0.11334863717182654,0.9845242000095731,7.066896395747633,-1.3851460700847802,0.6033526079731112
60,2.6547022,8.092679,0.15884681,1.4886322,-0.3322446,0.08433884,8.080611,1.5460492,0.19270775,-5.469695204577836,0.14336412285290653,1.3884583475540564,5.5807002371461,-0.9052273429749561,0.6956080129061776
61,8.46109,7.031693,0.09564851,0.051109314,-0.50179887,0.053737316,7.202574,2.007644,0.1459704,-8.261043433555104,0.0560449560337457,0.884669741556082,7.246897168896366,-1.1484744255044597,0.5269024752579319
62,2.4460776,10.421422,0.1619226,1.2912979,-0.40053874,0.070856676,9.663425,0.7594577,0.24343549,-6.594011342802312,0.13137748535999128,1.1665032627693135,2.7413785940924527,-0.46673244825882587,0.8787176105027185
63,7.9105616,15.790994,0.6172549,35.591835,0.13577698,0.059321307,10.68084,7.415649,0.24852194,2.2352769252176254,2.2148881873181585,0.9765982846595352,26.7679171009375,-0.18487316185761402,0.897077873810601
64,12.708865,12.813575,0.17401229,0.80000305,-0.6282336,0.062088806,11.02138,3.8652189,0.45398998,-10.34251867674417,0.10153485936516128,1.022159250159106,13.952098298313638,-0.09053142651497098,1.6387463568007203
65,9.860361,10.556891,0.12975262,-1.908432,-0.6702236,0.08228231,8.560119,2.0941746,0.17989573,-11.033791964062159,-0.06298307258863355,1.3546019322066578,7.559243359042828,-0.772387010250405,0.6493610805043443
66,-13.5830145,11.381756,0.09576049,-0.36671448,-0.62599057,0.068514965,9.820026,1.0557736,0.19054694,-10.305591888890989,0.03066516858740886,1.1279520844398245,3.8109752616223345,-0.42334850761436865,0.6878083637329974
67,47.3365,8.420845,0.12127172,-0.5415802,-0.47012883,0.054416228,7.8034654,1.4601675,0.21378863,-7.739663546029532,0.020043334783518763,0.8958466127619584,5.2706975084311365,-0.9820064396984697,0.7717027110597178
68,11.970977,7.045451,0.099119686,-0.19999695,-0.504307,0.05374565,7.1468587,1.9943675,0.14779624,-8.302333643127652,0.04079205830305484,0.884806970832241,7.198973898230704,-1.1639094523506555,0.5334931402357272
69,8.637638,8.8975525,0.11164808,-1.5,-0.32792637,0.12886254,7.804348,1.7933714,0.23203324,-5.398604174675054,-0.03817376845000128,2.1214457476623387,6.473447900709913,-0.9817619215442609,0.8375594367984149
70,12.627412,10.0547,0.18213685,1.5213699,-0.39200446,0.07443199,9.3912525,1.4069822,0.2248306,-6.453512990005451,0.14535270439097336,1.2253632699345662,5.078717082014443,-0.5421338681426576,0.8115604016815855
71,16.022934,7.0852494,0.09755786,0.028518677,-0.50179887,0.053737316,7.225576,2.007644,0.1459704,-8.261043433555104,0.05467273745201277,0.884669741556082,7.246897168896366,-1.1421020261306536,0.5269024752579319
72,6.0175934,4.831412,0.14179015,3.407257,-0.4235161,0.064932056,6.868406,2.0034094,0.17118958,-6.972284647296746,0.2599067721257979,1.0689671898479838,7.231611533140401,-1.241050636735266,0.6179349338698934
73,12.219084,8.132007,0.1441576,-0.5294571,-0.5052429,0.059021182,7.612499,1.8299803,0.20150816,-8.317741286890444,0.02077972631555984,0.9716572220234199,6.605592746011329,-1.0349107362887553,0.7273745003230102
74,9.957195,16.454393,0.6108693,35.891586,0.13577698,0.059321307,10.765172,7.415649,0.24852194,2.2352769252176254,2.2330959197928966,0.9765982846595352,26.7679171009375,-0.16151011933076562,0.897077873810601
75,11.989811,12.15346,0.10521714,0.001373291,-0.7287882,0.070649385,10.577595,1.7215077,0.18645515,-11.997933753797309,0.05302385068612092,1.1630907794549936,6.214044874986267,-0.21347557717336565,0.6730383182768613
76,4.436344,6.5350633,0.07748765,0.5570679,-0.50902903,0.05254411,7.081605,2.040206,0.14363594,-8.380072479418468,0.08677829601509726,0.865026170706036,7.364435182961455,-1.1819870189898327,0.5184759068494241
77,40.49881,30.578247,0.16983007,-5.0882645,-0.7104267,0.042923067,13.336424,5.5393443,0.22192751,-11.695652762695692,-0.2561350030258909,0.7066362620382091,19.995107994398428,0.5508165743770642,0.8010812679336534
78,28.777483,25.112032,0.10248127,-4.6775436,-0.7188647,0.042667273,12.484313,6.2679577,0.1580338,-11.834566941741114,-0.23118666964898774,0.7024252565574888,22.625151023498507,0.31475206401432604,0.5704471886116382
79,8.99521,6.915705,0.09257978,0.81018066,-0.49000925,0.05670617,7.33207,2.0189254,0.14227752,-8.066952607758495,0.10215307604467225,0.9335456638349542,7.287619701789851,-1.1125994775340893,0.5135724881953865
80,25.641636,36.19875,0.17499357,-8.099998,0.3424368,0.037505995,14.289236,5.2382693,0.2076999,5.637486229621757,-0.4390761627737449,0.6174558860819382,18.908330741642793,0.8147788756176527,0.749724558330738
81,27.668682,18.556,0.15569338,-1.1066742,-0.70187664,0.045889422,11.847355,6.207033,0.18566921,-11.554895755951488,-0.014282057283956375,0.7554710374234701,22.405238883746268,0.13829238743040595,0.6702013775173447
82,13.828605,10.062363,0.18914554,1.9013748,-0.3243051,0.08547767,9.497342,1.2694666,0.2522966,-5.338987831939582,0.16843526539028195,1.407206737895075,4.582333539792673,-0.5127433408290593,0.9107031907103088
83,13.146488,26.884941,0.1327411,-5.199997,-0.71663857,0.042774912,12.708972,6.186859,0.15087996,-11.797917802167966,-0.26292194700747745,0.7041972704931153,22.33241467406364,0.3769904547473965,0.5446242687176821
84,9.852645,12.605384,0.09373948,-0.62351227,-0.77669245,0.062088396,10.56559,1.7525804,0.17748718,-12.786574525895785,0.015066551484217924,1.022152407477802,6.326207666291213,-0.21680134111198252,0.6406670931829105
85,12.256272,7.7095594,0.12588899,-0.4013977,-0.5189488,0.051325362,7.4282894,2.0039096,0.15002012,-8.543379949613076,0.02855841219681179,0.8449620894934997,7.233417390426046,-1.0859432999092993,0.5415205534135251
86,12.761525,11.781695,0.14892477,1.0183945,-0.5610186,0.07742729,10.727661,2.3642607,0.36035958,-9.235967892828315,0.11480056585016797,1.2746744221397006,8.534160439035164,-0.17190194273381817,1.3007730502259303
87,27.362524,28.868965,0.27734542,4.5093994,-0.65273136,0.041236497,14.348378,4.9929347,0.21805826,-10.745824603876343,0.3268539846611364,0.6788705098501877,18.022757038384587,0.8311633092570976,0.7871145330720096
88,35.396202,33.58603,0.1779739,-5.320259,-0.7132012,0.043305393,13.881458,4.84073,0.22671373,-11.741329723508224,-0.2702270066170201,0.7129304871346708,17.47335291823651,0.7018101673671356,0.8183579359505296
89,16.615616,10.002323,0.18632992,1.8933258,-0.3331838,0.086257905,9.450766,1.3327042,0.2312039,-5.485157042150577,0.16794634590236307,1.4200513956020484,4.810599159014735,-0.5256466602601136,0.8345658568869458
90,33.743057,28.898922,0.16648066,-7.103302,0.1606415,0.10041432,12.968453,6.7640843,0.18462472,2.644617940677947,-0.3785340272455429,1.6531067988440973,24.41599321993086,0.4488758858724805,0.6664310907077254
91,43.897152,37.244125,0.4709084,-30.00002,0.11829605,0.038138695,15.443883,5.0281625,0.21822543,1.947490638152732,-1.7693447572970205,0.6278719130472522,18.149920367453124,1.1346564417299438,0.7877180711247231
92,-1.9289644,13.988397,0.088392995,-1.6780853,-0.80182076,0.062134963,10.831777,2.4087799,0.28464326,-13.200257780322547,-0.04899117004905899,1.022918994428378,8.694858945683027,-0.1430583117780953,1.0274633302515654
93,33.8438,29.69616,0.184157,-5.7329025,-0.71398556,0.042857382,13.103775,6.0000987,0.18188426,-11.754242617256704,-0.29529212455407083,0.7055550530119882,21.65827293521247,0.4863647065008619,0.6565389936760141
94,1.1909815,8.127506,0.19698028,2.8586197,-0.26727548,0.07718797,8.365076,1.5062512,0.19168006,-4.4001175506903145,0.22658100028148984,1.2707345247353825,5.437043595131747,-0.8264206346096471,0.6918984776956477
95,13.953606,10.547533,0.16364442,0.60136414,-0.45246586,0.06254796,9.460036,0.94812375,0.2325649,-7.448879942483359,0.08946897520643173,1.0297180985649121,3.42239754746229,-0.5230783609872115,0.8394784981703735
96,6.8197536,21.816008,0.110606626,-5.204399,-0.10608163,0.12622917,11.912211,6.7793584,0.19577114,-1.7464066796932258,-0.26318934657575177,2.078092623221403,24.47113112719167,0.15625991429516048,0.7066658407147746
97,47.397415,35.64116,0.34806767,29.417137,0.20939042,0.07295318,13.47278,6.8354635,0.370509,3.447164683471154,1.839819742619101,1.2010178030377852,24.67364836646976,0.5885920532413367,1.337408809551412
98,11.095795,10.673039,0.1582611,0.109375,-0.4981376,0.062962815,9.353457,1.0514187,0.22868568,-8.200767982288076,0.059584177009326375,1.036547853747773,3.7952559342255525,-0.5526044234851529,0.8254758864486875
99,34.958942,34.504936,0.3495572,28.281586,0.5308554,0.034408946,13.358583,5.3241343,0.21771254,8.739396617932607,1.7708431666358044,0.5664695714067298,19.218275239565262,0.5569555520445015,0.7858666190274965
100,28.170021,24.462427,0.08483834,-4.049988,-0.7188647,0.042667273,12.45252,6.2679577,0.1580338,-11.834566941741114,-0.193067169669102,0.7024252565574888,22.625151023498507,0.3059443906411392,0.5704471886116382
101,10.746396,8.5602455,0.15789361,2.4980316,-0.27248874,0.076054595,8.592655,1.4977987,0.21404953,-4.485943032149265,0.20467787065351187,1.2520759174504115,5.406532236296299,-0.7633732599887431,0.772644488920685
102,6.2900996,11.749501,0.1662823,-1.9638977,-0.68477666,0.066229664,9.198943,1.2361885,0.21020539,-11.273379084876607,-0.06635221446272956,1.0903294721270722,4.462211019472039,-0.595410292037324,0.7587684925917234
103,3.0321536,6.290219,0.07065485,0.4901886,-0.5099647,0.052947596,6.9441695,2.0257788,0.14912595,-8.395476635610091,0.08271586167282409,0.8716686479661271,7.312357569890143,-1.2200614414429642,0.5382929108700352
104,9.693927,8.86867,0.23098028,4.4533234,-0.25389698,0.07642585,9.1587515,1.4713347,0.21375206,-4.179868853568608,0.32344776832350136,1.2581878766820283,5.311006379107783,-0.606544784842303,0.7715707502828054
105,32.392437,30.658722,0.16473983,-14.8011055,0.33325538,0.036858562,13.672223,5.7492394,0.24409968,5.486334870675178,-0.8461201736981028,0.606797237238311,20.752756558180284,0.6438447016562493,0.8811150417785252
106,11.71479,19.505527,0.122102395,-3.311348,-0.7203789,0.042857967,11.746279,6.2411413,0.13990028,-11.859495233666923,-0.1482001173251396,0.705564587143746,22.528352850270107,0.11029076550490034,0.5049914123704359
107,9.95835,8.091846,0.1439766,-0.54024506,-0.5215166,0.047461905,7.5860167,1.9021777,0.13971806,-8.58565375238123,0.02012443517251007,0.7813586237653131,6.866200562077263,-1.0422473377195987,0.5043336525979983
108,44.92546,34.54141,0.14851967,-8.706879,0.3424368,0.037505995,14.012415,5.2382693,0.2076999,5.637486229621757,-0.47593976530125154,0.6174558860819382,18.908330741642793,0.7380897393819931,0.749724558330738
109,-1.4423598,7.965549,0.14125805,-1.199997,-0.3340649,0.13534404,7.3691444,2.3286097,0.2048792,-5.49966289476254,-0.01995074275905163,2.2281495587784677,8.405471567125927,-1.1023285261521603,0.7395427111806295
110,7.538063,7.7483115,0.13397156,-1.0256424,-0.35465506,0.12652037,7.3006763,2.29525,0.18693295,-5.838636074249528,-0.00935995881837537,2.0828866901151564,8.285054818521564,-1.121296582730575,0.6747630029845436
111,31.46614,29.169363,0.18063204,-5.928482,-0.5778572,0.09256466,12.996866,6.2634573,0.17115207,-9.513178533785803,-0.3071721729643117,1.5238786030031155,22.608907961083368,0.45674723040880266,0.6177995144514983
112,6.116011,8.602278,0.1265984,-1.8296509,-0.008639182,0.1356148,7.6195273,2.0533094,0.26040757,-0.14222556756253438,-0.058197686207352155,2.232606984781241,7.411734482178343,-1.0329637059943766,0.9399808977595798
113,21.583393,26.914305,0.22790799,-17.2,0.18753216,0.039499853,13.138353,5.947273,0.24424961,3.0873145922401757,-0.9918357914681517,0.650280509033573,21.467587223173442,0.4959441114012736,0.881656288815757
114,15.356322,6.9546127,0.10607016,1.7142334,-0.4256151,0.06129726,7.558245,2.026624,0.182643,-7.006839856091324,0.1570677714384662,1.009128143048067,7.315408203752218,-1.049941006989897,0.6592777714243002
115,25.832973,28.345652,0.27714697,4.599991,-0.65711063,0.040356673,14.254008,4.979045,0.21978964,-10.817919609640814,0.33235676191189506,0.6643862139318658,17.972623453250723,0.8050195497415348,0.7933642810870188
116,6.108406,7.6044393,0.12510851,-0.69470215,-0.4766544,0.06033775,7.3019047,2.0326371,0.15093924,-7.847094035131282,0.010742278743201416,0.9933317880911967,7.337114041471737,-1.120956291663453,0.5448382641019253
117,-14.182083,9.33851,0.18339348,2.8884354,-0.27105507,0.07573233,9.202026,1.42106,0.20052958,-4.462340168545245,0.22839208782536422,1.2467705017638075,5.129532201633798,-0.5945561297547096,0.7238422110078473
118,37.415745,37.415417,0.28206822,31.724014,0.14144047,0.061759096,13.707262,5.988421,0.33900642,2.328513925732857,1.9799459215798705,1.0167312450224164,21.61611896698856,0.6535517157068316,1.223695542021041
119,38.03116,26.503468,0.3458378,7.6280746,0.2992007,0.08723789,14.132138,4.0724835,0.31393263,4.925698588983063,0.5162910538517971,1.4361848673526831,14.70025118337888,0.7712572861797399,1.133187785881549
120,-9.522326,11.769703,0.086642735,-0.7726593,-0.7219703,0.06626432,9.92589,1.2327143,0.17198223,-11.885692012057945,0.006006942887697539,1.0908999607168763,4.449670483950225,-0.39402059597072986,0.6207960667830968
121,25.709766,22.476244,0.2133111,-11.88932,0.32071194,0.03885202,12.221438,6.653416,0.18732865,5.2798342608690625,-0.6692501890701371,0.6396152431085473,24.01651695096036,0.24192660523643,0.6761914232129803
122,5.7469783,6.275835,0.067134365,1.1824417,-0.45860207,0.053686082,7.1031866,2.013116,0.15793492,-7.549900687704481,0.12476525478783132,0.8838262795505029,7.266648393197171,-1.1760081472126707,0.5700902648080307
123,2.5781887,7.095652,0.20908931,-2.3976288,-0.08022107,0.14717437,6.9973283,2.7467499,0.20364006,-1.3206681469377095,-0.09269825511504858,2.42291053593238,9.914813816425925,-1.2053346057500456,0.7350699107899823
124,45.111164,37.078724,0.5249174,-31.861504,0.11578625,0.03796507,15.453832,5.0203643,0.21645124,1.9061723808214361,-1.882416541636481,0.6250135861013394,18.121771077004286,1.137412588012725,0.7813137958803624
125,13.737649,8.056935,0.16913415,-1.9221954,0.047959205,0.13474853,7.363821,2.2740138,0.22079343,0.7895453675141063,-0.06381910174143536,2.2183457863566836,8.208400206543907,-1.1038032969104519,0.7969876688684793
