epoch,loss,val_loss
0,6072.38623046875,5777.74365234375
1,5822.84912109375,5502.76904296875
2,5505.65673828125,5142.58349609375
3,5093.1640625,4686.875
4,4578.5888671875,4133.5498046875
5,3987.014892578125,3526.243896484375
6,3362.882568359375,2915.2265625
7,2763.279052734375,2363.5751953125
8,2232.724365234375,1895.6549072265625
9,1813.0576171875,1543.302978515625
10,1500.3115234375,1289.59130859375
11,1274.726318359375,1109.663818359375
12,1114.888671875,975.5029296875
13,993.3115844726562,878.3361206054688
14,900.562255859375,798.7350463867188
15,823.8547973632812,732.004638671875
16,763.1421508789062,682.2781372070312
17,717.2088623046875,644.1726684570312
18,681.6376342773438,615.7433471679688
19,655.2516479492188,595.0150146484375
20,636.286376953125,580.6004028320312
21,622.53955078125,570.0481567382812
22,612.381103515625,561.6640625
23,604.28955078125,555.3184204101562
24,597.5875854492188,549.45849609375
25,591.6296997070312,544.4359741210938
26,586.4093627929688,539.7153930664062
27,581.0618896484375,534.8999633789062
28,576.2974853515625,530.5367431640625
29,571.819580078125,526.2552490234375
30,567.23974609375,522.1290893554688
31,563.109130859375,518.239990234375
32,558.5948486328125,514.2930297851562
33,554.4850463867188,510.5110778808594
34,550.4588623046875,506.84423828125
35,546.53662109375,503.0364074707031
36,542.531494140625,499.3457336425781
37,538.7210693359375,495.7035827636719
38,534.6541748046875,492.2398986816406
39,530.849853515625,488.7460632324219
40,526.8776245117188,484.9523620605469
41,523.0081176757812,481.38629150390625
42,518.9983520507812,477.6929931640625
43,515.5177001953125,474.4316101074219
44,511.5112609863281,470.9049987792969
45,507.8833923339844,467.573974609375
46,504.5284423828125,464.23651123046875
47,500.77532958984375,460.8883361816406
48,496.9151611328125,457.58697509765625
49,493.70086669921875,454.1294250488281
50,490.046630859375,450.9735107421875
51,486.36041259765625,447.7843322753906
52,482.8607177734375,444.5220642089844
53,479.5052490234375,441.21697998046875
54,475.9459533691406,438.1971130371094
55,472.5997314453125,435.2675476074219
56,469.3453369140625,432.1563415527344
57,465.9513244628906,429.25946044921875
58,462.71466064453125,426.231201171875
59,459.7470703125,423.4114685058594
60,456.3087463378906,420.518798828125
61,453.2803649902344,417.8089599609375
