,target,y_bar,y_CI95,Water table,dy_dWater table,dy_dWater table_CI95,T soil 50cm,dy_dT soil 50cm,dy_dT soil 50cm_CI95,Rand,dy_dRand,dy_dRand_CI95,Rand_Skew,dy_dRand_Skew,dy_dRand_Skew_CI95,dy_dWater table_norm,Water table_norm,dy_dWater table_norm_CI95,dy_dT soil 50cm_norm,T soil 50cm_norm,dy_dT soil 50cm_norm_CI95,dy_dRand_norm,Rand_norm,dy_dRand_norm_CI95,dy_dRand_Skew_norm,Rand_Skew_norm,dy_dRand_Skew_norm_CI95
0,18.646393,21.702763,0.1794962,-5.308158874511719,-0.320359805226326,0.10536075515050884,12.004106521606445,6.030431413650513,0.31766400769767034,0.25515942129969094,-7.5546387195587155,1.3643487964068355,0.7107271437497498,16.782353115081786,1.715672025842662,-5.274037435406251,-0.26949200410993596,1.7345389709357713,21.76776194430363,0.18171807360379602,1.1466566856533464,-2.180596952649652,-0.8498150274556677,0.3938103380236492,2.7373853324112853,-0.5491021940779987,0.2798448707737831
1,22.698004,35.02392,0.39229298,-8.616519927978516,0.06268025590106845,0.08257967980759412,14.293992042541504,4.329207110404968,0.518382012906585,0.7139256173546753,-5.274517607688904,1.0151576775876379,0.9192068274629971,17.26572427749634,2.4465049017991984,1.0318960452904935,-0.47045112047717613,1.3594974013716343,15.626933352324727,0.81609645455278,1.8711789388097384,-1.522454937818018,0.7395721647672361,0.29301861020506953,2.816228455364948,0.7290443744631229,0.3990517055584431
2,24.282345,23.17659,0.30306074,-6.837680816650391,-0.2194465033710003,0.09513137201230913,12.205411911010742,5.800709342956543,0.3334272930746716,0.1635869526703756,-9.96445345878601,1.156695594513521,0.6359707849251661,9.616601181030273,1.6430742899128479,-3.6127162489376845,-0.3623994507244466,1.566134106368369,20.93854509310131,0.23748670738006256,1.2035566684257188,-2.876174182994851,-1.1670661894881547,0.3338726022740627,1.5685728240901111,-1.0074182362286273,0.26800338608222635
3,1.679431,10.176823,1.8392847,38.43336486816406,0.10554106943309308,0.10840162904354371,9.756720542907715,6.846426773071289,0.5217697222548952,0.14436091854612842,-11.094547128677368,1.350865843101508,0.6163996865302077,9.341456294059753,1.8804937197135794,1.7375074590574813,2.3874906582489865,1.7846004408411025,24.71322164911362,-0.44088644767034035,1.8834073923932713,-3.2023683140780244,-1.2336744371251631,0.38991857192050033,1.5236936839173183,-1.1274046627741663,0.30672909160810513
4,42.98622,18.47769,0.5069008,-7.501377105712891,-0.3886719301342964,0.1124366627978614,10.689203262329102,2.1668371677398683,0.24432527785220046,0.009812975405656621,-10.39336051940918,1.241903382459986,0.3147387224079836,-1.1252081193029881,1.3240136900422166,-6.398650130816821,-0.40271422218702735,1.8510286216747274,7.821529241284907,-0.18255611962499294,0.8819293547098059,-2.999975394950018,-1.69981335365024,0.35846727180564975,-0.1835337500390258,-2.976826722939769,0.21596111285349046
5,0.908667,4.9584365,0.09108217,2.1817398071289062,-0.522819247841835,0.07225741063849864,6.894696235656738,1.6187330961227417,0.1698650125927349,0.715957910106194,-6.045692086219788,1.226531222933109,0.9198602941734845,21.02380018234253,2.6430043435327883,-8.6070981442905,0.1854654193446208,1.1895633674259936,5.8430639983740775,-1.2337672837084328,0.6131536706337344,-1.7450493967021956,0.7466130062631605,0.3540301987086704,3.4292117354491554,0.7330506460517451,0.4311029135112269
6,9.801142,7.415409,0.29735574,-0.9781112670898438,-0.499865460395813,0.07045270774717953,7.3121843338012695,1.7552110314369203,0.13580744225384495,0.4942599870750348,-9.51787781715393,1.3200072751729304,0.8384725773614897,18.792899894714356,2.1380837296940265,-8.229213240192895,-0.006472784939843207,1.1598528030751425,6.335701921399675,-1.1181084783467348,0.490217676061241,-2.7472730509328587,-0.021455440013364628,0.38101144853762053,3.0653275004107767,0.23407909586592907,0.34874483935580813
7,18.855299,28.69494,0.3789337,-5.113639831542969,-0.40465144962072375,0.11614713801438001,13.14299201965332,5.869113779067993,0.3770630275384859,0.5768860037867831,-7.679257345199585,1.1484108207525936,0.8715102526044642,15.646713161468506,1.9889469800708772,-6.661718663748667,-0.25767637263566295,1.91211364194199,21.185461338237246,0.4972291905273324,1.3610665072613064,-2.2165673021797136,0.26480090109313814,0.3314812566270896,2.552150036109032,0.43662636806183663,0.32441900446588273
8,19.270884,16.148447,0.18599889,-4.1527099609375,-0.6776298373937607,0.1268037085676248,10.983841896057129,2.479344165325165,0.39795967204948324,0.883716181974647,-3.971300995349884,1.0474849376594138,0.9695678402728601,21.075076484680174,2.27325409929916,-11.155722632675827,-0.19930680094535247,2.0875512315333395,8.94957091239445,-0.10093091272247387,1.4364961327637995,-1.1462900040599593,1.3278085062585663,0.3023496619491488,3.437575461141067,1.0377975084122217,0.3707926049221984
9,41.555058,33.90702,0.83969307,28.756271362304688,0.28823167309165,0.06708662775249101,13.265165328979492,6.263767194747925,0.5330543773775098,0.15596560367170176,-7.730994129180909,1.1805899092851282,0.6284304318040921,9.859750747680664,2.445434542032015,4.7451166131194125,1.7996768953276674,1.1044375118527703,22.610023034367487,0.5310754703771075,1.924141076185215,-2.231500785788597,-1.1934702153080978,0.340769539627496,1.6082331776035166,-1.0536466086802339,0.3988771181744809
