epoch,loss,val_loss
0,518.4419555664062,510.22705078125
1,498.0892333984375,488.8963317871094
2,474.69024658203125,462.6039733886719
3,445.82293701171875,431.1220703125
4,411.88580322265625,395.0499267578125
5,373.9182434082031,355.916015625
6,333.7780456542969,315.166015625
7,293.36334228515625,275.9905700683594
8,255.30934143066406,240.5957794189453
9,221.8133087158203,210.2254638671875
10,193.80364990234375,185.61424255371094
11,171.2289581298828,166.5419921875
12,153.68418884277344,151.41299438476562
13,139.92091369628906,139.5731964111328
14,128.92947387695312,130.10728454589844
15,120.06021881103516,122.38208770751953
16,112.91452026367188,116.17019653320312
17,107.24916076660156,111.29776000976562
18,102.83047485351562,107.55132293701172
19,99.46299743652344,104.6542739868164
20,96.9138412475586,102.42306518554688
21,94.93020629882812,100.76380920410156
22,93.45159149169922,99.48099517822266
23,92.33549499511719,98.43060302734375
24,91.46927642822266,97.6200942993164
25,90.78987121582031,97.02111053466797
26,90.26969909667969,96.50492095947266
27,89.8520736694336,96.06004333496094
28,89.51827239990234,95.748779296875
29,89.24759674072266,95.45787811279297
30,89.00482940673828,95.20436096191406
31,88.7979965209961,94.99909210205078
32,88.61566925048828,94.80833435058594
33,88.4504165649414,94.63299560546875
34,88.29591369628906,94.48458099365234
35,88.15364074707031,94.36489868164062
36,87.99513244628906,94.20206451416016
37,87.87873077392578,94.07759857177734
38,87.74320983886719,93.9434585571289
39,87.61566162109375,93.85174560546875
40,87.4909439086914,93.75617980957031
41,87.4139633178711,93.63553619384766
42,87.28175354003906,93.5250015258789
43,87.16979217529297,93.43708801269531
44,87.05563354492188,93.31317138671875
45,86.95532989501953,93.19998168945312
46,86.88152313232422,93.14167022705078
47,86.77852630615234,93.00439453125
48,86.68700408935547,92.8790512084961
49,86.56422424316406,92.79100036621094
50,86.47212982177734,92.69049072265625
51,86.36817932128906,92.58535766601562
52,86.323974609375,92.46821594238281
53,86.17811584472656,92.33235168457031
54,86.0594253540039,92.26647186279297
55,85.93705749511719,92.1527099609375
56,85.84402465820312,92.05281829833984
57,85.70855712890625,91.93456268310547
58,85.60309600830078,91.81607055664062
59,85.46737670898438,91.66531372070312
60,85.36576843261719,91.56365203857422
61,85.23832702636719,91.44152069091797
62,85.0960464477539,91.33589172363281
63,84.99639129638672,91.20936584472656
64,84.87894439697266,91.10633087158203
65,84.76921844482422,90.98747253417969
66,84.6685562133789,90.88692474365234
67,84.5497817993164,90.750244140625
68,84.4531478881836,90.65335845947266
69,84.34558868408203,90.56511688232422
70,84.264892578125,90.48894500732422
71,84.17337036132812,90.36455535888672
72,84.06597137451172,90.2544174194336
73,83.97183227539062,90.16732025146484
74,83.89270782470703,90.07996368408203
75,83.78396606445312,90.02626037597656
76,83.67964935302734,89.95655822753906
77,83.5943603515625,89.85822296142578
