epoch,loss,val_loss
0,468.6396179199219,399.8616943359375
1,340.27880859375,280.7188415527344
2,236.13819885253906,211.8955078125
3,178.49429321289062,163.4740753173828
4,136.44175720214844,128.59423828125
5,110.32718658447266,109.54969787597656
6,97.7928466796875,100.96617889404297
7,92.34227752685547,97.25150299072266
8,89.55951690673828,94.9115219116211
9,87.8735580444336,93.59805297851562
10,86.64746856689453,92.32846069335938
11,85.68577575683594,91.53707885742188
12,84.89443969726562,90.75389862060547
13,84.2129135131836,90.20039367675781
14,83.60179138183594,89.68673706054688
15,83.06678771972656,88.9661636352539
16,82.46693420410156,88.5725326538086
17,82.02892303466797,87.89019012451172
18,81.56902313232422,87.75263977050781
19,81.28101348876953,87.30226135253906
20,80.78727722167969,86.72087097167969
21,80.48783874511719,86.51983642578125
22,79.9297103881836,86.01172637939453
23,79.68669891357422,85.4388427734375
24,79.14984130859375,85.66983795166016
25,78.84142303466797,85.29143524169922
26,78.4843978881836,84.51129150390625
27,78.152587890625,84.4814682006836
28,77.78304290771484,83.87798309326172
29,77.51235961914062,83.93511962890625
30,77.19166564941406,83.05644226074219
31,76.84410095214844,82.95670318603516
32,76.65385437011719,82.60038757324219
33,76.31053161621094,82.60138702392578
34,76.03488159179688,81.95685577392578
35,75.7190170288086,81.62834167480469
36,75.40467071533203,81.08236694335938
37,75.06398010253906,81.00018310546875
38,74.85380554199219,80.75663757324219
39,74.56144714355469,80.30628967285156
40,74.23432922363281,79.92481231689453
41,73.97148132324219,79.69186401367188
42,73.7060317993164,79.39276885986328
43,73.4300765991211,79.47289276123047
44,73.13742065429688,78.83929443359375
45,72.90955352783203,78.72216033935547
46,72.54920196533203,78.81387329101562
47,72.41400909423828,78.98798370361328
